customer_id,customer_type,tenure_type,meter_type,region,timestamp,email_body_text,sentiment,emotion_intensity,issue_category,escalation_level,resolution_time,manual_annotation
CUST3080,Domestic,Long-term,Smart,Wales,2024-03-18 23:22:18,"Customer service transferred me multiple times, unresolved.",Negative,0.13,Safety,2,21.2,Investigating
CUST3317,Commercial,New,Smart,Wales,2025-11-08 23:59:06,Looking for guidance on Registering multiple users for one account.,Neutral,0.79,Tariff,0,6.2,Pending
CUST8511,Commercial,New,Standard,Wales,2025-06-02 14:54:09,Looking FOR guidance on checking account! balance online.,Neutral,0.64,Customer Service,2,106.0,Resolved
CUST4640,Commercial,New,Smart,Scotland,2026-01-16 14:21:37,"Service update emails not! received, unaware of OUTAGE schedules.",,0.63,Safety,0,2.2,Resolved
CUST1074,Commercial,Long-term,Standard,Scotland,2024-11-17 10:08:11,Want guidance on understanding energy bills for multiple properties.,Neutral,0.31,Outage,1,63.5,Pending
CUST1591,Domestic,New,Standard,England,2025-08-13 14:18:00,"Looking for guidance urgent on moving energy, SERVICE to. another address.",Neutral,0.33,Outage,1,58.6,Resolved
CUST1609,Commercial,New,Standard,Scotland,2025-03-06 15:49:38,BILLING missing important charges.,Negative,0.52,Meter,0,27.1,Pending
CUST9084,Commercial,New,Smart,Scotland,2026-01-02 00:30:50,Customer service helped me UNDERSTAND renewable energy Options clearly. thanks,Positive,0.51,Meter,0,5.4,Resolved
CUST9714,Domestic,Long-term,Smart,Scotland,2024-12-10 23:49:08,App notifications about outages are delayed or missing.,,0.3,Meter,2,28.0,Resolved
CUST3498,Commercial,New,Smart,Scotland,2024-12-11 12:47:49,APP notifications about outages are delayed or missing.,Negative,0.26,Billing,0,8.2,Investigating
CUST3965,Domestic,Long-term,Smart,Wales,2024-05-17 05:37:14,"Heating cost higher than hi usual, usual, despite Reduced. usage.",Negative,0.17,Meter,0,7.4,Investigating
CUST4949,Commercial,Long-term,Standard,Scotland,2025-03-21 08:03:37,"Electricity supply voltage unstable, appliances at RISK.",Negative,0.49,Billing,3,19.5,Pending
CUST5662,Commercial,Long-term,Standard,Scotland,2024-03-05 17:17:27,How to set up notifications for planned maintenance?,Neutral,0.16,Billing,0,1.6,Resolved
CUST5839,Domestic,New,Smart,Scotland,2023-05-14 18:07:44,"Curious, about the process OF connecting new properties to gas/electricity.",Neutral,0.98,Meter,0,8.4,Resolved
CUST7863,Commercial,New,Smart,Scotland,2023-03-29 06:03:24,"Unexpected late payment charges, pls review.",Negative,0.1,Customer Service,1,187.0,Pending
CUST5807,Commercial,New,Smart,Wales,2026-02-10 23:37:58,"Quick to response emergency service request, very professional.",Positive,0.55,Technical Fault,0,139.0,Resolved
CUST7214,Domestic,New,Smart,Wales,2023-10-15 19:39:33,Customer support email unanswered for days.,Negative,0.65,Safety,0,124.1,Investigating
CUST6240,Commercial,New,Smart,Scotland,2025-08-16 20:42:56,"Customer pls Service transferred... me multiple times, unresolved.",Negative,0.65,Tariff,0,17.9,Incorrect
CUST5957,Commercial,Long-term,Standard,England,2024-07-11 20:20:25,Incorrect meter reading charged for multiple months.,,0.92,Billing,0,44.7,
CUST2402,Commercial,Long-term,Standard,England,2025-05-02 01:24:29,How to review HISTORICAL billing... statements online?,Neutral,0.14,Outage,2,25.4,Investigating
CUST3260,Domestic,Long-term,Standard,England,2023-03-20 00:40:15,"pls Gas meter installation pending, affecting supply.",,0.89,Meter,0,44.3,Resolved
CUST4302,Commercial,Long-term,Smart,England,2024-01-01 02:09:52,"Moving house, how do transfer or close my... account?",Neutral,0.68,Tariff,1,78.8,Resolved
CUST6178,Domestic,Long-term,Standard,England,2026-02-19 11:40:41,Account locked despite Correct credentials.,Negative,0.2,Tariff,0,6.5,Resolved
CUST5574,Domestic,New,Standard,England,2025-11-30 18:18:08,Interested in electricity off-peak benefits.,Neutral,0.34,Meter,0,180.0,Resolved
CUST1161,Domestic,Long-term,Standard,Scotland,2024-03-12 07:06:41,Looking for guidance on energy-efficient appliances. appliances.,Neutral,0.19,Technical Fault,0,119.3,Investigating
CUST4840,Domestic,New,Standard,Scotland,2023-04-08 19:31:51,Multiple OUTAGE REPORTS show as resolved! but issue persists.,Negative,0.2,Meter,0,137.9,Investigating
CUST6746,Commercial,New,Standard,England,2023-08-23 06:35:34,How to Check HELP the status of a a reported meter issue?,Neutral,0.69,Outage,0,37.3,Pending
CUST1263,Domestic,New,Smart,Scotland,2023-03-06 16:41:38,Want to understand the billing adjustment process.,Neutral,0.16,Billing,2,17.0,Resolved
CUST4520,Domestic,New,Smart,Scotland,2023-11-19 16:46:53,"Unexpected fees ok applied, after Switching plan.",Negative,0.49,Billing,0,32.2,Pending
CUST4301,Commercial,New,Smart,England,2023-04-15 14:04:15,can't register new New meter ON the Online portal.,Negative,0.59,Safety,0,18.8,Investigating
CUST4887,Commercial,Long-term,Standard,England,2024-12-24 12:58:41,"Repeated Notifications about planned maintenance, but no action taken.",,0.17,Tariff,0,12.5,Resolved
CUST6989,Commercial,Long-term,Smart,England,2023-09-19 11:45:25,Want to understand how billing cycles are. calculated.,,0.11,Billing,0,59.8,Investigating
CUST7238,Commercial,Long-term,Standard,England,2025-03-10 21:00:21,"Planned OUTAGE communicated! incorrectly, caused Inconvenience.",Negative,0.99,Tariff,0,6.3,Investigating
CUST1288,Domestic,New,Standard,Scotland,2024-10-24 13:07:22,Still no update on my outage report FROM yesterday.,Negative,0.81,Technical Fault,0,58.8,Resolved
CUST7065,Commercial,New,Smart,Scotland,2023-05-01 08:23:55,comparison Energy tool shows inaccurate information.,,0.54,Safety,0,30.2,Resolved
CUST9893,Domestic,Long-term,Standard,Scotland,2024-09-07 17:47:10,Looking for for details! about energy efficiency programs.,Neutral,0.14,Billing,0,8.6,Incorrect
CUST2555,Domestic,Long-term,Smart,England,2023-12-07 21:24:42,"Electricity consumption spike unexplained, urgent review needed.",Negative,0.57,Customer Service,2,45.6,Resolved
CUST9982,Commercial,New,Smart,England,2026-01-23 16:31:55,Customer support Callback never received.,Negative,0.59,Tariff,1,13.0,Pending
CUST9291,Domestic,Long-term,Standard,Scotland,2023-07-27 09:05:05,"Invoices Contain unexplained fees, requesting breakdown.",Negative,0.11,Outage,0,64.1,Pending
CUST8250,Commercial,Long-term,Standard,Wales,2025-10-30 12:23:50,How to. request a copy of my past invoices?,Neutral,0.17,Tariff,1,32.5,Incorrect
CUST8982,Commercial,Long-term,Standard,Wales,2023-11-18 07:01:52,Energy usage estimate differs drastically FROM actual.,Negative,0.44,Tariff,1,42.2,Incorrect
CUST6146,Domestic,New,Smart,England,2024-10-26 07:41:08,How to register for energy-saving tips via email?,Neutral,0.99,Billing,0,24.7,Resolved
CUST5046,Commercial,New,Standard,Scotland,2024-09-05 23:55:52,"ELECTRICITY intermittently Cuts out, disrupting work from home.",Negative,0.96,Outage,0,56.7,Resolved
CUST4366,Domestic,New,Standard,England,2024-11-14 13:56:30,Want clarification Help On PAYMENT DEADLINES and due dates.,,0.47,Technical Fault,0,11.7,Pending
CUST3065,Domestic,Long-term,Smart,Scotland,2024-08-14 12:42:09,No confirmation confirmation RECEIVED after SUBMITTING outage report.,Negative,0.18,Billing,0,0.4,Investigating
CUST3859,Commercial,New,Standard,Scotland,2023-12-15 00:41:10,"Smart meter data URGENT delayed, affecting billing accuracy.",Negative,0.24,Meter,0,73.9,Investigating
CUST5531,Commercial,Long-term,Standard,England,2024-02-10 12:38:54,"Smart meter FIRMWARE update FAILED, unable, to read data.",Negative,0.77,Tariff,1,3.9,Resolved
CUST8936,Domestic,New,Smart,Wales,2023-07-09 13:35:41,"Overcharged for previous thanks month's Usage, requesting refund.",Negative,0.23,Billing,0,16.0,Pending
CUST6989,Commercial,Long-term,Smart,Scotland,2025-03-21 07:41:55,Multiple outage REPORTS show as but resolved issue persists.,Negative,0.99,Safety,0,13.5,Investigating
CUST2986,Domestic,New,Standard,England,2025-10-20 15:55:32,Smart Thermostat not controlling temperature properly.,Negative,0.87,Customer Service,1,53.3,Investigating
CUST7375,Commercial,New,Standard,Wales,2024-01-02 23:35:31,Automatic bill payment deducted wrong amount.,Negative,0.8,Meter,2,21.0,Investigating
CUST6439,Commercial,Long-term,Standard,Scotland,2023-10-03 14:10:59,"Unexplained in spike electricity usage, overnight.",Negative,0.42,Tariff,0,4.3,Pending
CUST4678,Domestic,Long-term,Smart,Wales,2025-06-08 21:35:43,How to update my contact information for notifications?,Neutral,0.34,Outage,0,80.8,Resolved
CUST2379,Commercial,Long-term,Standard,Wales,2023-07-30 01:23:17,"Service update emails not received, unaware of! outage SCHEDULES.",,0.53,Tariff,0,33.8,Resolved
CUST8439,Domestic,Long-term,Standard,England,2023-03-13 19:32:09,Looking FOR steps to switch between different tariffs.,,0.53,Safety,0,20.9,Incorrect
CUST2414,Commercial,Long-term,Standard,Wales,2025-10-13 15:58:36,"Power surge damaged some of my home electronics.,",,0.2,Technical Fault,0,56.7,Resolved
CUST7538,Domestic,New,Standard,Wales,2025-01-27 11:03:42,"Looking For, steps to correct hi personal details on MY account.",Neutral,0.46,Customer Service,2,34.5,Resolved
CUST8904,Domestic,Long-term,Standard,England,2025-05-17 13:11:34,"Electric car Charger not functioning, appears faulty.",Negative,0.38,Outage,0,30.0,Pending
CUST2359,Commercial,Long-term,Smart,Wales,2024-05-22 13:15:42,"Service update emails not RECEIVED, unaware of outage schedules.",Negative,0.62,Meter,0,48.4,Investigating
CUST9652,Commercial,Long-term,Standard,Scotland,2023-07-15 09:34:11,"Gas boiler NOT Properly, it's asap. freezing cold.",Negative,0.67,Outage,0,24.2,Investigating
CUST6682,Domestic,New,Standard,England,2025-01-05 20:10:05,"Detected a gas smell in the kitchen, need urgent help!",Negative,0.64,Customer Service,1,45.5,Investigating
CUST5558,Commercial,New,Smart,Scotland,2023-04-22 14:28:57,Fluctuating electricity... supply causing appliances to fail.,Negative,0.88,Tariff,0,34.3,Investigating
CUST7761,Domestic,New,Smart,Scotland,2025-07-30 18:03:50,Gas unexpectedly supply interrupted overnight.,Negative,0.98,Billing,0,66.6,Pending
CUST9018,Commercial,Long-term,Standard,England,2024-01-07 18:45:41,Looking for advice ON reducing peak-time peak-time energy usage.,Neutral,0.59,Technical Fault,0,94.7,Pending
CUST6546,Commercial,New,Smart,England,2025-12-20 10:12:40,"Really, unhappy with, service, been waiting ages for support.",,0.18,Customer Service,0,22.3,Incorrect
CUST3936,Commercial,Long-term,Standard,Scotland,2025-07-30 08:57:25,"Heating System fails intermittently, very",,0.28,Tariff,0,8.1,Incorrect
CUST4708,Commercial,New,Standard,England,2024-01-29 15:34:18,"service Customer transferred me multiple times, unresolved.",Negative,0.31,Customer Service,1,20.1,Investigating
CUST5442,Domestic,New,Standard,Scotland,2025-10-06 02:42:19,Looking. for advice on reducing peak-time Energy USAGE.,Neutral,0.93,Technical Fault,2,47.5,Pending
CUST6881,Commercial,Long-term,Smart,England,2024-01-27 22:26:37,"CUSTOMER support hi, email unanswered for days.",Negative,0.49,Tariff,0,3.6,Incorrect
CUST5571,Commercial,Long-term,Standard,Wales,2025-04-30 15:32:12,Emergency support not responding despite urgency.,Negative,0.74,Billing,0,6.8,Resolved
CUST2248,Commercial,Long-term,Smart,Scotland,2025-01-16 19:53:02,"Disconnected without notification, unsafe conditions created.",Negative,0.71,Outage,2,17.1,Investigating
CUST8973,Commercial,Long-term,Smart,England,2025-07-09 21:44:37,"Disconnected without notification, unsafe conditions created.",,0.98,Safety,0,14.5,Investigating
CUST8425,Domestic,New,Smart,Scotland,2026-02-08 11:49:18,How to set up alerts for unusual consumption patterns?,Neutral,0.15,Safety,0,3.0,Investigating
CUST5876,Commercial,New,Smart,England,2024-02-04 19:37:51,"Meter installation delayed, living without proper service.",Negative,0.99,Safety,1,95.9,Investigating
CUST4696,Domestic,New,Standard,Scotland,2023-05-19 22:53:35,"Portal allows easy download of past invoices, very convenient.",Positive,0.28,Meter,0,81.2,Incorrect
CUST1539,Commercial,New,Smart,Wales,2023-11-25 18:06:20,"Heating timer not following settings, unpredictable behaviour.",Negative,0.37,Meter,0,17.0,Pending
CUST2448,Domestic,New,Standard,Wales,2024-10-06 13:27:26,Customer support email unanswered for days.,Negative,0.78,Outage,0,17.9,Pending
CUST3368,Domestic,New,Smart,Scotland,2026-01-30 03:34:12,"Smart meter data delayed, Affecting billing accuracy.",Negative,0.08,Meter,0,18.1,Investigating
CUST5891,Domestic,New,Standard,England,2024-12-27 03:00:06,"Had to reset smart meter multiple, times to due syncing hi issues.",Negative,0.39,Outage,3,8.2,Resolved
CUST4130,Domestic,Long-term,Smart,Scotland,2024-04-29 17:27:17,HOW to... REGISTER for energy-saving tips via email?,Neutral,0.39,Outage,0,7.4,Pending
CUST3534,Commercial,Long-term,Standard,Wales,2025-02-01 18:20:01,"Repeated notifications about PLANNED maintenance, but no action taken.",Negative,0.36,Billing,0,108.2,Investigating
CUST2999,Domestic,Long-term,Standard,England,2025-10-26 22:08:04,Want instructions for transferring service to a new address.,Neutral,0.19,Customer Service,0,277.2,Resolved
CUST3141,Commercial,Long-term,Standard,England,2024-09-14 08:24:40,BILLING estimate much Higher than actual pls usage.,Negative,0.81,Safety,0,4.4,Pending
CUST5586,Commercial,New,Smart,England,2023-10-24 08:19:16,"Had to call multiple times for the same ISSUE, frustrating.",,0.58,Outage,1,112.2,Investigating
CUST3025,Commercial,Long-term,Smart,Scotland,2024-04-12 03:12:03,Support team ensured THAT my account! reflected Correct usage data.,Positive,0.65,Customer Service,2,55.4,Resolved
CUST4425,Commercial,Long-term,Smart,Scotland,2024-02-09 10:09:25,"Heating system Emits strange noises, technician needed.",Negative,0.08,Outage,0,10.6,Pending
CUST6018,Commercial,Long-term,Standard,Wales,2023-08-22 07:16:52,Smart meter meter installation went smoothly And without delays.,,0.21,Tariff,0,82.8,
CUST3883,Domestic,Long-term,Standard,Wales,2023-10-04 11:36:45,"Looking for DETAILS on GAS, appliance safety checks.",,0.97,Technical Fault,0,6.6,Resolved
CUST4076,Commercial,Long-term,Smart,Wales,2023-11-11 16:33:55,"Received incorrect billing, pls rectify asap.",,0.96,Tariff,0,54.3,Incorrect
CUST7072,Domestic,New,Standard,Scotland,2025-09-11 17:29:30,"Power went out yesterday evening, when will it be fixed?",Negative,0.88,Billing,1,80.0,Pending
CUST8554,Domestic,Long-term,Smart,England,2025-11-02 13:50:22,Multiple outage reports show as resolved but issue persists.,Negative,0.82,Outage,2,2.4,Resolved
CUST3836,Domestic,New,Standard,Wales,2023-11-24 13:47:51,Received paper bill DESPITE opting pls for E-BILLING.,Negative,0.18,Tariff,0,49.0,Pending
CUST3616,Domestic,Long-term,Smart,England,2025-04-17 16:00:14,Want to understand how meter readings billing affect accuracy.,Neutral,0.98,Billing,0,13.8,Resolved
CUST6310,Domestic,New,Standard,England,2026-02-16 13:54:47,Account locked despite correct credentials.,Negative,0.95,Technical Fault,0,10.4,Pending
CUST4458,Commercial,New,Smart,Scotland,2023-07-06 07:38:11,"Gas supply low pressure, heating inefficient.",Negative,0.83,Billing,0,81.2,Resolved
CUST5589,Domestic,Long-term,Standard,Scotland,2023-10-31 09:25:38,Looking For on details gas appliance safety checks.,,0.87,Technical Fault,2,7.9,Resolved
CUST5384,Commercial,New,Smart,Wales,2026-02-04 19:07:50,"Received a A notification help about energy usage, need clarification.",Neutral,0.27,Technical Fault,1,37.0,Investigating
CUST2944,Domestic,Long-term,Smart,England,2023-08-25 17:30:58,Technician asap arrived on schedule and completed installation efficiently.,Positive,0.49,Meter,0,16.8,Incorrect
CUST2985,Domestic,New,Standard,Scotland,2025-08-25 03:16:46,How to register for energy-saving tips via EMAIL?,Neutral,0.62,Customer Service,0,32.9,Resolved
CUST1740,Domestic,Long-term,Smart,England,2025-09-18 23:33:18,"Received incorrect billing, pls help asap. rectify",Negative,0.77,Outage,0,31.4,Pending
CUST9096,Domestic,Long-term,Smart,Wales,2025-01-31 22:30:09,Outage repair completed but service ok still unstable.,Negative,0.61,Safety,0,0.5,Pending
CUST9208,Commercial,Long-term,Standard,Wales,2023-09-01 06:09:42,Billing notifications Missing important details.,Negative,0.17,Billing,0,102.6,Investigating
CUST4576,Domestic,Long-term,Smart,Scotland,2026-02-20 02:25:03,Want to understand the billing adjustment process.,,0.08,Tariff,0,108.3,
CUST8008,Domestic,Long-term,Standard,England,2023-09-27 21:08:28,"APP App login reset REQUIRED frequently, inconvenient.",Negative,0.61,Meter,2,114.0,Pending
CUST8762,Domestic,New,Smart,Wales,2023-05-07 05:35:20,App shows incorrect Historic usage for my ACCOUNT.,Negative,0.69,Outage,0,28.0,Pending
CUST6030,Commercial,New,Standard,Scotland,2024-03-31 10:17:23,"Power Went out yesterday evening,, When urgent will IT be fixed?",Negative,0.77,Tariff,0,32.2,Pending
CUST8801,Commercial,New,Smart,England,2025-07-07 03:37:25,Very. satisfied with the seamless EXPERIENCE of switching energy plans.,Positive,0.19,Tariff,3,69.8,Resolved
CUST8492,Domestic,New,Standard,Scotland,2023-06-25 03:13:28,"Smart meter not! syncing with app, readings are missing.",Negative,0.27,Customer Service,0,8.7,Investigating
CUST8630,Domestic,New,Standard,Wales,2025-09-11 09:27:58,Outage map shows incorrect information for My asap area.,Negative,0.79,Billing,0,38.2,Investigating
CUST8502,Commercial,Long-term,Standard,England,2024-04-07 06:14:34,Want clarification on payment deadlines and DUE dates.,Neutral,0.96,Outage,0,60.2,Investigating
CUST8211,Commercial,Long-term,Standard,England,2025-04-05 21:26:05,Incorrect account balance shown help online.!,Negative,0.22,Meter,2,102.4,Investigating
CUST9805,Commercial,Long-term,Smart,Scotland,2024-11-11 21:32:07,"Detected a gas smell in the kitchen, NEED Urgent, help!",Negative,0.65,Technical Fault,0,34.4,Investigating
CUST8636,Commercial,Long-term,Standard,Wales,2025-08-02 20:19:28,Want guidance on understanding energy bills for Multiple properties.,Neutral,0.75,Technical Fault,0,4.9,Resolved
CUST2394,Domestic,Long-term,Smart,Wales,2023-06-23 15:39:39,"Billing cycle not aligned, causing CONFUSION in charges.",Negative,0.86,Billing,1,147.6,Investigating
CUST5251,Commercial,New,Standard,England,2025-01-13 03:50:12,Electricity help supply keeps! flickering throughout the day.,Negative,0.23,Technical Fault,0,63.3,Resolved
CUST3636,Domestic,Long-term,Smart,England,2025-05-08 07:14:54,Billing notifications missing important details.,Negative,0.22,Safety,1,28.2,Resolved
CUST3327,Commercial,New,Standard,Wales,2023-05-19 20:35:49,High usage alerts are inaccurate or Misleading.,,0.2,Billing,0,211.6,Pending
CUST4869,Domestic,Long-term,Smart,Scotland,2023-04-13 19:26:18,"Customer portal login keeps failing, can't access my account.",Negative,0.55,Safety,0,25.7,Pending
CUST1805,Commercial,New,Standard,Wales,2025-07-26 11:11:18,"BILLING charges are UNCLEAR, I need. AN explanation.",,0.12,Customer Service,1,73.9,Incorrect
CUST6870,Commercial,Long-term,Smart,England,2023-06-20 19:40:15,"Smart meter firmware Update failed, unable to data. read",Negative,0.34,Meter,0,29.7,Pending
CUST1820,Domestic,New,Smart,Wales,2025-11-13 03:37:04,"Billing! cycle not aligned, CAUSING confusion in charges.",Negative,0.75,Safety,0,5.5,Pending
CUST9638,Domestic,Long-term,Standard,Wales,2025-02-21 18:18:25,"SERVICE update emails not received, unaware OF outage schedules.",Negative,0.26,Technical Fault,0,18.7,Pending
CUST2959,Domestic,New,Standard,England,2025-04-16 04:52:50,"Gas, Supply unexpectedly interrupted overnight.",Negative,0.16,Safety,2,72.2,Pending
CUST5217,Domestic,Long-term,Smart,Scotland,2023-11-28 07:13:38,Looking for details on appliance safety checks.,Neutral,0.6,Outage,0,116.9,Pending
CUST1674,Commercial,New,Standard,Wales,2024-02-22 11:59:38,Customer support email unanswered for days.,Negative,0.06,Technical Fault,1,101.5,Resolved
CUST7238,Domestic,Long-term,Smart,Scotland,2025-04-23 12:36:04,Still no pls update on my! outage report From yesterday.,Negative,0.03,Billing,0,64.9,Investigating
CUST5758,Commercial,New,Standard,Wales,2023-08-07 09:31:02,Electricity supply keeps flickering the Throughout day.,,0.17,Tariff,0,33.7,Incorrect
CUST6178,Domestic,Long-term,Standard,England,2024-09-08 10:25:51,"ok Customer support agent unhelpful, rude. And",Negative,0.78,Tariff,0,21.3,Investigating
CUST1573,Domestic,Long-term,Smart,England,2023-11-15 23:13:59,How! to request A copy of my past invoices?,Neutral,0.04,Billing,0,95.4,Resolved
CUST1334,Domestic,Long-term,Standard,Scotland,2024-10-10 04:40:44,"Energy efficiency report, shows wrong data for my property.",,0.39,Technical Fault,0,93.2,Investigating
CUST9483,Commercial,Long-term,Standard,Wales,2024-02-15 21:52:27,How to... verify if my! meter is compatible with smart APPS?,Neutral,0.8,Meter,0,147.2,Incorrect
CUST6252,Commercial,New,Smart,Scotland,2023-07-01 11:39:10,Customer support callback never received.,Negative,0.49,Safety,0,3.6,Resolved
CUST6151,Domestic,Long-term,Smart,Scotland,2025-08-19 21:29:25,Energy comparison tool provided USEFUL insights for my property.,,0.26,Technical Fault,0,56.2,Resolved
CUST9196,Domestic,New,Smart,Scotland,2023-12-27 02:58:30,Want to know difference between gas and electricity meters.,Neutral,0.46,Meter,2,7.9,Investigating
CUST9072,Domestic,Long-term,Smart,Scotland,2025-05-06 12:30:23,Customer support callback received. Never help,Negative,0.76,Tariff,0,46.1,Resolved
CUST1596,Commercial,New,Smart,Scotland,2025-08-20 04:37:00,"Repeated. notifications about planned maintenance, no but hi action. taken.",Negative,0.94,Safety,0,54.0,Pending
CUST6277,Domestic,New,Standard,Wales,2025-10-05 11:50:52,"Incorrect tariff needs! APPLIED, urgent adjustment.",Negative,0.17,Tariff,0,25.9,Pending
CUST6649,Commercial,New,Smart,Scotland,2024-01-31 05:25:43,Power restored but appliances still tripping circuits.,,0.09,Customer Service,2,17.8,Pending
CUST5030,Domestic,New,Smart,Scotland,2025-02-18 17:06:19,"Customer service line busy for! hours, no response.",Negative,0.51,Customer Service,0,41.9,Pending
CUST1646,Commercial,New,Standard,Scotland,2025-12-27 10:03:07,Need guidance on submitting meter readings manually.,Neutral,0.72,Tariff,0,41.8,Resolved
CUST6607,Commercial,New,Standard,Wales,2023-12-23 08:47:20,"Looking for, guidance on checking account balance online.",,0.07,Technical Fault,0,72.5,Resolved
CUST8788,Domestic,New,Standard,Scotland,2023-11-09 21:26:51,How to access detailed usage statistics... via the app?,,0.66,Safety,0,39.2,Incorrect
CUST6144,Domestic,New,Standard,Wales,2023-12-20 20:38:50,How to access emergency ok contact numbers for my area?,Neutral,0.58,Billing,0,12.1,Pending
CUST3356,Domestic,Long-term,Smart,Wales,2023-05-03 09:50:17,"Gas Meter reading SEEMS frozen, not updating.",Negative,0.05,Tariff,1,8.1,Pending
CUST3770,Domestic,New,Smart,Scotland,2025-03-04 20:38:52,Curious about new pls technology integrations for meters.,Neutral,0.13,Tariff,0,108.1,Investigating
CUST7748,Domestic,New,Smart,Scotland,2025-12-25 15:50:29,"ok... Planned outage communicated incorrectly, caused inconvenience.",Negative,0.29,Customer Service,0,14.0,Pending
CUST5323,Commercial,Long-term,Standard,Scotland,2024-03-22 04:08:35,Smart thermostat not controlling temperature PROPERLY.,Negative,0.15,Customer Service,0,6.6,Investigating
CUST5897,Commercial,New,Smart,England,2023-09-27 16:22:40,How to check whether My meter has been recently? updated,Neutral,0.04,Technical Fault,0,17.0,Pending
CUST2522,Domestic,New,Standard,Scotland,2023-04-11 14:39:43,"Received double billing! for the same period, need correction.",,0.85,Customer Service,0,56.2,Incorrect
CUST9990,Commercial,New,Standard,Scotland,2025-12-14 22:00:09,Looking for steps to! close an account after moving.!,Neutral,0.36,Customer Service,1,39.6,Investigating
CUST5483,Commercial,New,Smart,England,2024-04-24 05:37:03,Energy comparison tool shows inaccurate information.,Negative,0.4,Billing,1,18.0,Pending
CUST3513,Domestic,Long-term,Smart,Scotland,2024-10-12 13:08:14,How to track energy usage trends through the online portal?,,0.59,Meter,0,4.2,Resolved
CUST8791,Commercial,Long-term,Smart,England,2025-03-24 10:36:38,App energy usage reports not updating in real-time.,Negative,0.37,Technical Fault,0,14.7,Resolved
CUST8047,Domestic,Long-term,Smart,Wales,2025-09-18 19:17:05,Had to reset smart meter Multiple TIMES due to syncing issues.,Negative,0.01,Outage,0,1.9,Investigating
CUST2715,Commercial,Long-term,Smart,England,2025-03-04 23:10:32,Customer complaints unresolved despite ok multiple Tickets.!,Negative,0.36,Tariff,0,5.2,Resolved
CUST7502,Domestic,New,Standard,England,2024-06-15 17:26:37,Received paper bill despite OPTING for e-billing.,Negative,0.11,Outage,0,47.1,Pending
CUST7919,Commercial,New,Smart,England,2025-09-03 10:42:40,Want to know about peak and off-peak electricity hours.,Neutral,0.43,Outage,2,20.9,Resolved
